text,bonus_clustering
"Τί σού λείπει κατσιδιάρη, σκούφο από μαργαριτάρι",0
Χάλασα τον κόσμο για να σ' εύρω,0
Ήλθε και σου θρονιάστηκε,0
Σ' αυτό το πλευρό να κοιμηθής,0
Τον έχω στ' αυγά και στο κροκίδι,0
Του έρχομαι από κάκι,0
Άλλα σήμερα κι' άλλα αύριο,0
Παλιό άλογο καινούργια περπατ΄σια δε βγαν΄,0
Άλλο είν' το κάτσε – κάτσε κι' άλλο το μανικοτράβα,0
"Ξενοδουλεύει, χαίρεται, κακόν καιρό παντέχει",0
"Όποιος επιστεύ΄ της γυναικός τα λόγια όπου λέει, στη θάλασσα επάνει λαγούς και στα βουνά ψαρεύει",0
Μήτε μέλι εφάγαμε μήτ΄ η καρδιά μας κόφτει,0
Αρχοντιές και λίμπες άδειες,0
Τρέχα λίγδα στον παστό,0
Ο άτυχος τύχη γύρευε κ' ηύρε την ατυχία,0
Ν έδισι τ γουμάρα τ,0
Σι καλό να μας βγούν τα γέλοια μας,0
Ελιές καί πεντέξ' βολές,0
"Όποιος γελάει πολύ, κλαίει και πολύ",0
Έχει ο αφέντης μας και πιο μεγάλο αφέντη,0
Έχ ήσ' κιουν,0
"Αξαίν' του γουμάρ', κουνδαίν' του σαμάρ'",0
Επήρε ή έγειρε Για τά πλάγια,0
Απ' όξου κούκλα κι' απού μέσα πανούκλα,0
Όποιος δεν τον ξέρ΄ ακριβά τον αγοράζει,0
Είνι να τουν μυθοσέρν!,0
Θέματ' άρρητα ραμμένα και κουκκιά μαγειρεμένα,0
"Ου καλός ου μύλους ό,τ' νάνι αλέθ'",0
"Όποιους τ΄ άσπρι, ας τα θερίσ΄",0
Απελπισμένο κάτεργο βαθειά νερά αρμενίζει,0
Πήρα 'να νομπέτ',0
Βήκε η πομπή στο δρόμο και γελάει τον κόσμον όλο,0
Γίνκα ρουσφάει,0
Δεν ηύρες το μαλλιαρόκωλο,0
Ξισαμάρουτου γαιδούρι,0
Είν' αηκουσμέν' αυτήν,0
Τ' χρουστάει ο Θεός,0
Έχου απ΄τουγ κιρό τ΄σβίνγη!,0
Η πλάλα τς γάτας απ' του σπίτ ως τν αχυρώνα,0
Θεού θέλημα είτε καλά είτε άσκημο,0
Ξιρουμέτρ' τα πήρι,0
"Ούτι πουτέ σ' είδα, ούτι κακό να ιδής",0
"Μη σας γελάση ο μπάκακας ή το χελιδονάκι, αν δεν λαλήση ο τζίτζικας δεν είν' καλοκαιράκι",0
Κόψτι τμ πίττα τώρα,0
Τα παλιά κουνίσματα τα βάν' νι 'ςτου γ'νειτίκ,0
"Η σκύλα άμα γλεπ' του λαό, στέκιτη να κατ'ρίσ'",0
Ούλου η κάτ' η μκριά θκή μας είνι,0
"Άπιαστα π'λιά, χίλια στουμ παρά",0
Αλίμουνου στουν αρφανό κι' ας είνι κι μι γένεια,0
Αφήνου μεσ' στ' λάκκα,0
Θα σ' αλλάξω τμ πίστ' στου ξύλου,0
Κούτσουρα λθάρια γίν'καν δουλιά καϋμένα,0
"Αν ήμουν σκυλί, τότι να τραβιέσαν",0
Απ' τα ίδια πάστα είνι,0
Τα ξεράδια σ΄ Παναϊού μου,0
Δεν αφήνω σκατοψύχι,0
"Δεν έχου σαϊά, θέλου κι πκάμσου",0
Είν' άλλ' φρόν'μ' να σιάσν' τς παλαβούς,0
Ου παραπιταμένους τ' σπιτιού γίνιτ κληρονόμους,0
Είναι αγίασμα,0
"Διάβιν' ,ασήκη μ', διάβιν' είν' αυτός",0
"Πόχ' ζουή τς στιριάς, έχ' τ' πιλάου",0
Ακάλεστος γάϊδαρος στο γάμο δεν παγαίνει,0
"Ένας κόμπους π' λυέτι μι τα χέρια, γιατί θα τουν λύσης μι τα δόντια",0
"Τρίτα και τέταρτα ξαδέρφια, πάρτα πέτατα!",0
Όλοι έκλαιγαν τουμ πόνου τ'ς κι ου μυλουνάς τ' αυλάκί τ',0
"Δεσ' τουν παπά π'τα γένεια, τα μη σ'φηύγ'",0
Το 'χου δίπορτο,0
"Ρίξ' το μακαρίτ', όρε!",0
Μι του σ'τάρ' στ'μ πουδιά είνι αυτός!,0
"Μήτ' απ' τουμ Πρόκου προυκουπή, μήτ' απ' τη ρίζα ρίζου",0
Άλλου π' τα γλεπ'ς κι άλλου π' ναηκούς!,0
Ταχει μαύρα και στριμμένα και στριφιά κουμποθιασμένα,0
Οι γ'ναίκες έχ'νι πουλλά μαλλιά κι λίγ' γνώσ',0
Έχω τραχανά απλωμένον,0
Ου Θιός βλογάει τμ πάστρα κι στν Αμπρακιά τα πράσσα,0
Δε θα μου περάσης κουκουντόφτερο απ' τη μύτη,0
"Μι τν αραδούλα σ', κι ας είσι κι παπαδιά",0
"Του σκ'λί πόχ' τμ πουσόλ'σσα, έχ' κι ναναπαψ'",0
Παίρνει κουλόκρο,0
Αυτός έχ' καρδιά μαλαματένια,0
Η πλάρα το πλάρ' τς το κάνει για τον κώλο της,0
Παίρνω την κορφή,0
Βρουμάει απ' οθι να τουμ πιάης,0
Ου παραπιταμένους τ' σπιτιού γίνιτι κληρονόμους,0
Είνι κλούρης και δε γλέπει,0
Ξιίγκλουτου γαιδούρι,0
Αγόρασα τον διάουλό μ',0
Άλλους του κουντό τ' κι άλλους του μακρύ τ' χαλεύ',0
Ή μ'κρός μ'κρός παντρέψ' ή τρανός καλουηρέψ,0
Άλλος τ' Άγραφα κι άλλος το Καρπενήσι,0
Τ' άλλαξαν του γιακά στου ξύλου,0
Καλή είν' η διάβασ' αλλά για καλό κι για κακό πάρι κι νια γάτα,0
Γίνιτι μύλους ιδώ μέσα,0
Τι' κάν'ς Γιώργον; -Σκαντοχερία κάνου,0
Τί κάθισι σα σ' μπιθέρα!,0
Μην τ'ρας στου άμπα στον άβγα να ιδής,0
"Ούτι η μλιά φλάει ούλα τα μήλα, ούτι η μάννα τα παιδιά",0
Τουν παίδιψαν ουβρέϊκα,0
Είναι άλλη γούλη αυτός!,0
Πρέπ' να κναη τ' νουρά η σκύλα για να παν τα σκ'λιά κουντά της,0
Αυτός κάθετι,0
Τουν Αντριά κι' του χαλάζ κακό δεν κάν',0
Μας κούστ'σι ου τζίτζικας αηδόν',0
Π' γιλάει λάχανα στον κήπο του φυτρώνουν,0
"Όσου να σ'κωσ' του ένα πουδάρ', βρόμαϊ τ' άλλου",0
Βάν' αυτός του νερό απ' κάτ' απ' τ' άχυρου κι σε πνίει,0
Α σου τα δώσω στα μαρμαράκια,0
Την κουκκ'νάδα πό 'εις ισύ κι του μιυαλό πόχω 'γω γλήγουρα θα πάμι στουγ κατή πάλι,0
Τα ήθελ' ου κουλάκ'ς κι τάπαθες αυτά,0
Κ'κί ήταν κι' έσκασι αυτό του πιδί,0
Κατ' λάκκου έχ' η φάβα,0
Πήτα που δεν τρως τί σί μέλ' κι' άν καή,0
Δεν αγουράζιτι του μυαλό,0
"Παίρνει κι ού Θιός, δικά του είνι",0
Σαν τ' παπά τα γρούνια,0
"Σήκου σήκου, κάτσι κάτσι τν έχ' αυτός τ' μάννα τ'",0
Ιτούτου να μου του δίνεις κί κείνου να μου του χαρίζεις κί τ' άλλου είνι δκό,0
"Ένα σκ'λι π' δε σι δαγκών', ας σ' αλ'χτά(η)",0
"Κατ΄ απόσπρι, θερίζ΄ τώρα αυτός",0
Μη μ' γαμείς τγ κβέντα,0
Έβγαλα δυο δάχ'λα ξύγκ',0
Πιτάϊτι σαν τμ πουρδή απ' του βρακί,0
Θα ματαρθή η γριά για τ΄ άσπρα,0
Μί νιά τσικουριά δέν πέφτει ο δέντρος,0
Αυτός είνι μπουμπουνισμένου κεφάλ',0
Έκοψα καρφιά απόψι,0
Αυτός την έχ' την κασσίδα άπ' πάν' άπ' τη σκούφια,0
Δεν έχει ούδι στ' φτέρνα μυαλό,0
Δεν του λεν τα κότσια!,0
Πήι εκεί π' δε ματαγυρσί,0
Έχ' κουλουσφίξ' αυτός,0
Μ' κίνει κουτσουπρυόβουλους,0
Δεμ πατάει στ' γη τώρα αυτός,0
Κρέμετ' η καππότα στ' ζυγαριά,0
Δε βγαίνου στου πήδ'μα,0
Τόκαμις γούρνα!,0
Σαϊτάνης,0
Δεμ πατάει καλά αυτίνου του κουρίτσ',0
Το είχαν καβούλι,0
"Ιγώ ένας είμι, ήλιους δεν είμι",0
"Απ' τις πουλλές βουλές ουπ' πάει του κουλουκύθ' στη βρύσ', κάποτι θάρθη τσακσμένου",0
Γίν'κι σκούπρα,0
Χαζός να μείν' άκληρους ου πατερς τ',0
Όσα ήταν κί δέν ήταν (ούλα τά φκειασαν),0
"Στν αγγονούλα μ΄ ου καϋμένους, είμι αναπαμένους",0
Περικαλιστικός άνθρωπος δλειά δέ σ' φκειάν',0
Δουλεύει το λαούμι,0
Δε γλέπ' καλή μέρα,0
Έσκασαν τα πιδιά τ' μυλουνά απ' τ' δίψα,0
Δεν μ' τον είχε μεράδι ο Θεός και δεν μου έδωκε,0
Σα σπαράγγ' θα σι κόψου,0
"Αυτή είνι έβγα ήλιε μ', για να βγω να λάμψης κι' να λάμψου",0
Κόκκαλου στην καρδιά έχεις και βαστάς,0
Τν έκουψαν τμ πίττα,0
Γυιός δε γίνιτ' ου γαμπρός κι η νύφη δυχατέρα,0
Άμα σε χουϊάζ'νι ν' απ'λουέσι!,0
"Όποιους πήϊ αθάϋρα, γυρ'σι (σπίτι του δηλ.) κι' όποιους πήι κουφτού δε γύρ'σι",0
Έχ΄ να κάμ' ού Θιός απ' αυτό του σπίτ',0
Αν δεν ταΐζ' κλέφτις!,0
Τούρθ΄ου ουρανός σφουντύλ΄,0
Το' καψαν μ'αλάτ',0
Α! του γυρίζου άλλ' πάντα κι δε μαγαρίζνι,0
Τι τρέχ' η μύτ' σ' γέρουντα; Τρέχ' ατ' του βοριά. Σ' ίξιρα κι απ' του νουτιά,0
Να γλύφ'ς κι τα δάχ'λα σ',0
Είμαστε πάτσ' κι πόστα,0
Κρατά του πλί μη σ' φύβγ' όσου τόεις στα χέρια σ'. Σόφγι δε ματά του πιάνς,0
Ζη μι τμ πλάτ',0
Είδα τουν ήλιου προυτότιρ' απού σένα,0
Ήρθι στν κόψ΄ απ΄ το μαχαίρ΄,0
"Βρέξι να βραχώ, θε μ' κι ήλιους να στεγνώσου! Έτσ'του κάν'ς ισύ!",0
Έχ' ου γάιδαρους ανάγκ' απ' τ' αγκάθια!,0
Μί παρακάλια δλειά δέ γένιτι,0
Του κηνούργιου του κόσκ'νου του κριμάν παραπάν,0
"Μαύρου ου ένας, άσπρου ου άλλους",0
Α κι' ανύφαντα ς την τέμπλα κρεμασμένα,0
Πουτσαράς άθρωπος!,0
"Τ' πήραν του γιακά (τα παιδιά, η γυναίκα)",0
"Όποιος έχει πολύ πιπέρι, βάνει και στο κολοκύθι",0
"Ένα μυαλό, κι' αυτό Ρουμέϊκου",0
Είν' απάν' τ' βρώμα τ'!,0
"Όσου να μπής κι να βγής, βγαίν'νι τα μάτια τ' γαμπρού",0
Κι' γω κακά χερόβουλα κι' συ κακά διμάτια,0
Έχου ράμματα για τ' γούνα σ' ιγώ!,0
Κάλλιον φου κι χάψι μπέρι μπόμ κι έλα,0
"Ξ'νό του προυζύμ', κατά διαόλ' του ψουμί",0
Τς αχαμνής τς πούτσας τα μαλλιά τς φταίνε,0
"Καποιανού καίουνται του δαυλί στουγ κώλου τ', κι άλλους τόλι να καψαλίσ' του ραβδί τ'",0
Κόκκαλου ου Ράϊκους μι τα πόσια τ',0
Άλλα λουγαριάζ' ου γαϊδαρους κι' άλλα ου γαϊδουριάρς,0
Δεν είχι ου παπάς διάουλου κι αγόρασι ένα γ'ρούν',0
Σαράντα γρόσσια τ' άλογο εξήντα το σαμάρι,0
Έπγιασι μαϊά,0
Γλήγουρα θα βαρέσ' η καμπάνα γι αυτόν,0
Έκεμαν κι έρραναν,0
Κάθι πράμα ςτουν κηρό τ' κι' η κουρκούτ' του χ'μώνα,0
Μασκαράς των σκυλιών,0
